title,start_time,end_time,description,exercise_title,superset_id,exercise_notes,set_index,set_type,weight_lbs,reps,distance_miles,duration_seconds,rpe
Upper,"Jul 19, 2026, 7:01 PM","Jul 19, 2026, 8:10 PM",,Incline Bench Press (Dumbbell),,,0,warmup,40.0,12.0,,,
Upper,"Jul 19, 2026, 7:01 PM","Jul 19, 2026, 8:10 PM",,Incline Bench Press (Dumbbell),,,1,warmup,110.0,10.0,,,
Upper,"Jul 19, 2026, 7:01 PM","Jul 19, 2026, 8:10 PM",,Incline Bench Press (Dumbbell),,,2,normal,120.0,8.0,,,
Upper,"Jul 19, 2026, 7:01 PM","Jul 19, 2026, 8:10 PM",,Incline Bench Press (Dumbbell),,,3,normal,130.0,8.0,,,
Upper,"Jul 19, 2026, 7:01 PM","Jul 19, 2026, 8:10 PM",,Incline Bench Press (Dumbbell),,,4,normal,140.0,5.0,,,
Upper,"Jul 19, 2026, 7:01 PM","Jul 19, 2026, 8:10 PM",,Seated Cable Row - V Grip (Cable),,,0,warmup,70.0,12.0,,,
Upper,"Jul 19, 2026, 7:01 PM","Jul 19, 2026, 8:10 PM",,Seated Cable Row - V Grip (Cable),,,1,normal,85.0,10.0,,,
Upper,"Jul 19, 2026, 7:01 PM","Jul 19, 2026, 8:10 PM",,Seated Cable Row - V Grip (Cable),,,2,normal,100.0,10.0,,,
Upper,"Jul 19, 2026, 7:01 PM","Jul 19, 2026, 8:10 PM",,Seated Cable Row - V Grip (Cable),,,3,normal,110.0,8.0,,,
Upper,"Jul 19, 2026, 7:01 PM","Jul 19, 2026, 8:10 PM",,Iso-Lateral Chest Press (Machine),,,0,normal,120.0,10.0,,,
Upper,"Jul 19, 2026, 7:01 PM","Jul 19, 2026, 8:10 PM",,Iso-Lateral Chest Press (Machine),,,1,normal,120.0,8.0,,,
Upper,"Jul 19, 2026, 7:01 PM","Jul 19, 2026, 8:10 PM",,Iso-Lateral Chest Press (Machine),,,2,normal,120.0,8.0,,,
Upper,"Jul 19, 2026, 7:01 PM","Jul 19, 2026, 8:10 PM",,Lateral Raise (Dumbbell),,,0,normal,10.0,12.0,,,
Upper,"Jul 19, 2026, 7:01 PM","Jul 19, 2026, 8:10 PM",,Lateral Raise (Dumbbell),,,1,normal,15.0,10.0,,,
Upper,"Jul 19, 2026, 7:01 PM","Jul 19, 2026, 8:10 PM",,Lateral Raise (Dumbbell),,,2,normal,15.0,10.0,,,
Upper,"Jul 19, 2026, 7:01 PM","Jul 19, 2026, 8:10 PM",,Treadmill,,,0,normal,,,,600.0,
Legs,"Jul 17, 2026, 8:14 PM","Jul 17, 2026, 8:52 PM",,Squat (Barbell),,,0,warmup,50.0,15.0,,,
Legs,"Jul 17, 2026, 8:14 PM","Jul 17, 2026, 8:52 PM",,Squat (Barbell),,,1,warmup,90.0,10.0,,,
Legs,"Jul 17, 2026, 8:14 PM","Jul 17, 2026, 8:52 PM",,Squat (Barbell),,,2,normal,140.0,8.0,,,
Legs,"Jul 17, 2026, 8:14 PM","Jul 17, 2026, 8:52 PM",,Squat (Barbell),,,3,normal,140.0,8.0,,,
Legs,"Jul 17, 2026, 8:14 PM","Jul 17, 2026, 8:52 PM",,Squat (Barbell),,,4,normal,140.0,8.0,,,
Legs,"Jul 17, 2026, 8:14 PM","Jul 17, 2026, 8:52 PM",,Romanian Deadlift (Dumbbell),,,0,warmup,70.0,10.0,,,
Legs,"Jul 17, 2026, 8:14 PM","Jul 17, 2026, 8:52 PM",,Romanian Deadlift (Dumbbell),,,1,normal,90.0,10.0,,,
Legs,"Jul 17, 2026, 8:14 PM","Jul 17, 2026, 8:52 PM",,Romanian Deadlift (Dumbbell),,,2,normal,90.0,8.0,,,
Legs,"Jul 17, 2026, 8:14 PM","Jul 17, 2026, 8:52 PM",,Romanian Deadlift (Dumbbell),,,3,normal,90.0,10.0,,,
Legs,"Jul 17, 2026, 8:14 PM","Jul 17, 2026, 8:52 PM",,Seated Calf Raise,,,0,normal,90.0,15.0,,,
Legs,"Jul 17, 2026, 8:14 PM","Jul 17, 2026, 8:52 PM",,Seated Calf Raise,,,1,normal,90.0,15.0,,,
Legs,"Jul 17, 2026, 8:14 PM","Jul 17, 2026, 8:52 PM",,Seated Calf Raise,,,2,normal,90.0,12.0,,,
Legs,"Jul 17, 2026, 8:14 PM","Jul 17, 2026, 8:52 PM",,Cable Crunch,,,0,normal,20.0,12.0,,,
Legs,"Jul 17, 2026, 8:14 PM","Jul 17, 2026, 8:52 PM",,Cable Crunch,,,1,normal,30.0,12.0,,,
Legs,"Jul 17, 2026, 8:14 PM","Jul 17, 2026, 8:52 PM",,Cable Crunch,,,2,normal,30.0,12.0,,,
Legs,"Jul 17, 2026, 8:14 PM","Jul 17, 2026, 8:52 PM",,Treadmill,,,0,normal,,,,600.0,
Pull,"Jul 15, 2026, 8:33 PM","Jul 15, 2026, 9:33 PM",,Bent Over Row (Barbell),,,0,warmup,50.0,10.0,,,
Pull,"Jul 15, 2026, 8:33 PM","Jul 15, 2026, 9:33 PM",,Bent Over Row (Barbell),,,1,warmup,70.0,8.0,,,
Pull,"Jul 15, 2026, 8:33 PM","Jul 15, 2026, 9:33 PM",,Bent Over Row (Barbell),,,2,normal,100.0,8.0,,,
Pull,"Jul 15, 2026, 8:33 PM","Jul 15, 2026, 9:33 PM",,Bent Over Row (Barbell),,,3,normal,120.0,8.0,,,
Pull,"Jul 15, 2026, 8:33 PM","Jul 15, 2026, 9:33 PM",,Bent Over Row (Barbell),,,4,normal,120.0,8.0,,,
Pull,"Jul 15, 2026, 8:33 PM","Jul 15, 2026, 9:33 PM",,Lat Pulldown (Cable),,,0,normal,145.0,10.0,,,
Pull,"Jul 15, 2026, 8:33 PM","Jul 15, 2026, 9:33 PM",,Lat Pulldown (Cable),,,1,normal,160.0,8.0,,,
Pull,"Jul 15, 2026, 8:33 PM","Jul 15, 2026, 9:33 PM",,Lat Pulldown (Cable),,,2,normal,170.0,8.0,,,
Pull,"Jul 15, 2026, 8:33 PM","Jul 15, 2026, 9:33 PM",,Seated Cable Row - V Grip (Cable),,,0,normal,95.0,8.0,,,
Pull,"Jul 15, 2026, 8:33 PM","Jul 15, 2026, 9:33 PM",,Seated Cable Row - V Grip (Cable),,,1,normal,95.0,8.0,,,
Pull,"Jul 15, 2026, 8:33 PM","Jul 15, 2026, 9:33 PM",,Seated Cable Row - V Grip (Cable),,,2,normal,95.0,8.0,,,
Pull,"Jul 15, 2026, 8:33 PM","Jul 15, 2026, 9:33 PM",,Bicep Curl (Dumbbell),,,0,normal,20.0,12.0,,,
Pull,"Jul 15, 2026, 8:33 PM","Jul 15, 2026, 9:33 PM",,Bicep Curl (Dumbbell),,,1,normal,20.0,12.0,,,
Pull,"Jul 15, 2026, 8:33 PM","Jul 15, 2026, 9:33 PM",,Bicep Curl (Dumbbell),,,2,normal,20.0,12.0,,,
Pull,"Jul 15, 2026, 8:33 PM","Jul 15, 2026, 9:33 PM",,Treadmill,,,0,normal,,,,600.0,
Push,"Jul 13, 2026, 8:52 PM","Jul 13, 2026, 9:26 PM",,Bench Press (Barbell),,,0,warmup,50.0,12.0,,,
Push,"Jul 13, 2026, 8:52 PM","Jul 13, 2026, 9:26 PM",,Bench Press (Barbell),,,1,warmup,70.0,10.0,,,
Push,"Jul 13, 2026, 8:52 PM","Jul 13, 2026, 9:26 PM",,Bench Press (Barbell),,,2,normal,120.0,8.0,,,
Push,"Jul 13, 2026, 8:52 PM","Jul 13, 2026, 9:26 PM",,Bench Press (Barbell),,,3,normal,130.0,6.0,,,
Push,"Jul 13, 2026, 8:52 PM","Jul 13, 2026, 9:26 PM",,Bench Press (Barbell),,,4,normal,130.0,6.0,,,
Push,"Jul 13, 2026, 8:52 PM","Jul 13, 2026, 9:26 PM",,Shoulder Press (Machine Plates),,,0,normal,90.0,10.0,,,
Push,"Jul 13, 2026, 8:52 PM","Jul 13, 2026, 9:26 PM",,Shoulder Press (Machine Plates),,,1,normal,110.0,10.0,,,
Push,"Jul 13, 2026, 8:52 PM","Jul 13, 2026, 9:26 PM",,Shoulder Press (Machine Plates),,,2,normal,110.0,8.0,,,
Push,"Jul 13, 2026, 8:52 PM","Jul 13, 2026, 9:26 PM",,Triceps Rope Pushdown,,,0,normal,30.0,12.0,,,
Push,"Jul 13, 2026, 8:52 PM","Jul 13, 2026, 9:26 PM",,Triceps Rope Pushdown,,,1,normal,35.0,10.0,,,
Push,"Jul 13, 2026, 8:52 PM","Jul 13, 2026, 9:26 PM",,Triceps Rope Pushdown,,,2,normal,35.0,12.0,,,
Push,"Jul 13, 2026, 8:52 PM","Jul 13, 2026, 9:26 PM",,Crunch (Machine),,,0,normal,,12.0,,,
Push,"Jul 13, 2026, 8:52 PM","Jul 13, 2026, 9:26 PM",,Crunch (Machine),,,1,normal,,12.0,,,
Push,"Jul 13, 2026, 8:52 PM","Jul 13, 2026, 9:26 PM",,Crunch (Machine),,,2,normal,,12.0,,,
Push,"Jul 13, 2026, 8:52 PM","Jul 13, 2026, 9:26 PM",,Treadmill,,,0,normal,,,,600.0,
Lower,"Jul 10, 2026, 8:08 PM","Jul 10, 2026, 8:51 PM",,Leg Press (Machine),,,0,warmup,270.0,10.0,,,
Lower,"Jul 10, 2026, 8:08 PM","Jul 10, 2026, 8:51 PM",,Leg Press (Machine),,,1,warmup,360.0,8.0,,,
Lower,"Jul 10, 2026, 8:08 PM","Jul 10, 2026, 8:51 PM",,Leg Press (Machine),,,2,normal,450.0,8.0,,,
Lower,"Jul 10, 2026, 8:08 PM","Jul 10, 2026, 8:51 PM",,Leg Press (Machine),,,3,normal,500.0,8.0,,,
Lower,"Jul 10, 2026, 8:08 PM","Jul 10, 2026, 8:51 PM",,Leg Press (Machine),,,4,normal,500.0,8.0,,,
Lower,"Jul 10, 2026, 8:08 PM","Jul 10, 2026, 8:51 PM",,Back Extension (Weighted Hyperextension),,,0,warmup,25.0,8.0,,,
Lower,"Jul 10, 2026, 8:08 PM","Jul 10, 2026, 8:51 PM",,Back Extension (Weighted Hyperextension),,,1,warmup,25.0,8.0,,,
Lower,"Jul 10, 2026, 8:08 PM","Jul 10, 2026, 8:51 PM",,Back Extension (Weighted Hyperextension),,,2,normal,25.0,8.0,,,
Lower,"Jul 10, 2026, 8:08 PM","Jul 10, 2026, 8:51 PM",,Back Extension (Weighted Hyperextension),,,3,normal,25.0,8.0,,,
Lower,"Jul 10, 2026, 8:08 PM","Jul 10, 2026, 8:51 PM",,Back Extension (Weighted Hyperextension),,,4,normal,25.0,8.0,,,
Lower,"Jul 10, 2026, 8:08 PM","Jul 10, 2026, 8:51 PM",,Seated Leg Curl (Machine),,,0,normal,115.0,12.0,,,
Lower,"Jul 10, 2026, 8:08 PM","Jul 10, 2026, 8:51 PM",,Seated Leg Curl (Machine),,,1,normal,115.0,12.0,,,
Lower,"Jul 10, 2026, 8:08 PM","Jul 10, 2026, 8:51 PM",,Seated Leg Curl (Machine),,,2,normal,130.0,12.0,,,
Lower,"Jul 10, 2026, 8:08 PM","Jul 10, 2026, 8:51 PM",,Standing Calf Raise (Machine),,,0,normal,100.0,12.0,,,
Lower,"Jul 10, 2026, 8:08 PM","Jul 10, 2026, 8:51 PM",,Standing Calf Raise (Machine),,,1,normal,100.0,12.0,,,
Lower,"Jul 10, 2026, 8:08 PM","Jul 10, 2026, 8:51 PM",,Standing Calf Raise (Machine),,,2,normal,100.0,12.0,,,
Lower,"Jul 10, 2026, 8:08 PM","Jul 10, 2026, 8:51 PM",,Treadmill,,,0,normal,,,,600.0,
Upper,"Jul 9, 2026, 9:12 PM","Jul 9, 2026, 9:55 PM",,Incline Bench Press (Smith Machine),,,0,warmup,25.0,12.0,,,
Upper,"Jul 9, 2026, 9:12 PM","Jul 9, 2026, 9:55 PM",,Incline Bench Press (Smith Machine),,,1,warmup,35.0,10.0,,,
Upper,"Jul 9, 2026, 9:12 PM","Jul 9, 2026, 9:55 PM",,Incline Bench Press (Smith Machine),,,2,normal,55.0,8.0,,,
Upper,"Jul 9, 2026, 9:12 PM","Jul 9, 2026, 9:55 PM",,Incline Bench Press (Smith Machine),,,3,normal,60.0,5.0,,,
Upper,"Jul 9, 2026, 9:12 PM","Jul 9, 2026, 9:55 PM",,Incline Bench Press (Smith Machine),,,4,normal,60.0,5.0,,,
Upper,"Jul 9, 2026, 9:12 PM","Jul 9, 2026, 9:55 PM",,Lat Pulldown - Close Grip (Cable),,,0,warmup,145.0,10.0,,,
Upper,"Jul 9, 2026, 9:12 PM","Jul 9, 2026, 9:55 PM",,Lat Pulldown - Close Grip (Cable),,,1,normal,160.0,8.0,,,
Upper,"Jul 9, 2026, 9:12 PM","Jul 9, 2026, 9:55 PM",,Lat Pulldown - Close Grip (Cable),,,2,normal,160.0,8.0,,,
Upper,"Jul 9, 2026, 9:12 PM","Jul 9, 2026, 9:55 PM",,Lat Pulldown - Close Grip (Cable),,,3,normal,175.0,8.0,,,
Upper,"Jul 9, 2026, 9:12 PM","Jul 9, 2026, 9:55 PM",,Chest Press (Machine),,,0,normal,60.0,8.0,,,
Upper,"Jul 9, 2026, 9:12 PM","Jul 9, 2026, 9:55 PM",,Chest Press (Machine),,,1,normal,90.0,8.0,,,
Upper,"Jul 9, 2026, 9:12 PM","Jul 9, 2026, 9:55 PM",,Chest Press (Machine),,,2,normal,120.0,8.0,,,
Upper,"Jul 9, 2026, 9:12 PM","Jul 9, 2026, 9:55 PM",,Decline Crunch (Weighted),,,0,normal,25.0,12.0,,,
Upper,"Jul 9, 2026, 9:12 PM","Jul 9, 2026, 9:55 PM",,Decline Crunch (Weighted),,,1,normal,25.0,12.0,,,
Upper,"Jul 9, 2026, 9:12 PM","Jul 9, 2026, 9:55 PM",,Decline Crunch (Weighted),,,2,normal,25.0,12.0,,,
Upper,"Jul 9, 2026, 9:12 PM","Jul 9, 2026, 9:55 PM",,Lateral Raise (Dumbbell),,,0,normal,15.0,12.0,,,
Upper,"Jul 9, 2026, 9:12 PM","Jul 9, 2026, 9:55 PM",,Lateral Raise (Dumbbell),,,1,normal,15.0,12.0,,,
Upper,"Jul 9, 2026, 9:12 PM","Jul 9, 2026, 9:55 PM",,Lateral Raise (Dumbbell),,,2,normal,15.0,12.0,,,
Upper,"Jul 9, 2026, 9:12 PM","Jul 9, 2026, 9:55 PM",,Treadmill,,,0,normal,,,,600.0,
Legs,"Jul 8, 2026, 8:28 PM","Jul 8, 2026, 9:19 PM",,Squat (Barbell),,,0,warmup,50.0,12.0,,,
Legs,"Jul 8, 2026, 8:28 PM","Jul 8, 2026, 9:19 PM",,Squat (Barbell),,,1,warmup,90.0,10.0,,,
Legs,"Jul 8, 2026, 8:28 PM","Jul 8, 2026, 9:19 PM",,Squat (Barbell),,,2,normal,140.0,8.0,,,
Legs,"Jul 8, 2026, 8:28 PM","Jul 8, 2026, 9:19 PM",,Squat (Barbell),,,3,normal,160.0,8.0,,,
Legs,"Jul 8, 2026, 8:28 PM","Jul 8, 2026, 9:19 PM",,Squat (Barbell),,,4,normal,180.0,4.0,,,
Legs,"Jul 8, 2026, 8:28 PM","Jul 8, 2026, 9:19 PM",,Romanian Deadlift (Dumbbell),,,0,warmup,60.0,10.0,,,
Legs,"Jul 8, 2026, 8:28 PM","Jul 8, 2026, 9:19 PM",,Romanian Deadlift (Dumbbell),,,1,normal,70.0,10.0,,,
Legs,"Jul 8, 2026, 8:28 PM","Jul 8, 2026, 9:19 PM",,Romanian Deadlift (Dumbbell),,,2,normal,70.0,10.0,,,
Legs,"Jul 8, 2026, 8:28 PM","Jul 8, 2026, 9:19 PM",,Romanian Deadlift (Dumbbell),,,3,normal,70.0,8.0,,,
Legs,"Jul 8, 2026, 8:28 PM","Jul 8, 2026, 9:19 PM",,Cable Crunch,,,0,normal,15.0,15.0,,,
Legs,"Jul 8, 2026, 8:28 PM","Jul 8, 2026, 9:19 PM",,Cable Crunch,,,1,normal,20.0,15.0,,,
Legs,"Jul 8, 2026, 8:28 PM","Jul 8, 2026, 9:19 PM",,Cable Crunch,,,2,normal,25.0,10.0,,,
Legs,"Jul 8, 2026, 8:28 PM","Jul 8, 2026, 9:19 PM",,Seated Calf Raise,,,0,normal,90.0,12.0,,,
Legs,"Jul 8, 2026, 8:28 PM","Jul 8, 2026, 9:19 PM",,Seated Calf Raise,,,1,normal,90.0,12.0,,,
Legs,"Jul 8, 2026, 8:28 PM","Jul 8, 2026, 9:19 PM",,Seated Calf Raise,,,2,normal,90.0,12.0,,,
Legs,"Jul 8, 2026, 8:28 PM","Jul 8, 2026, 9:19 PM",,Sit Up (Weighted),,,0,normal,15.0,12.0,,,
Legs,"Jul 8, 2026, 8:28 PM","Jul 8, 2026, 9:19 PM",,Sit Up (Weighted),,,1,normal,15.0,12.0,,,
Legs,"Jul 8, 2026, 8:28 PM","Jul 8, 2026, 9:19 PM",,Sit Up (Weighted),,,2,normal,15.0,12.0,,,
Legs,"Jul 8, 2026, 8:28 PM","Jul 8, 2026, 9:19 PM",,Treadmill,,,0,normal,,,,600.0,
Pull,"Jul 7, 2026, 6:58 PM","Jul 7, 2026, 7:44 PM",,Bent Over Row (Barbell),,,0,warmup,50.0,10.0,,,
Pull,"Jul 7, 2026, 6:58 PM","Jul 7, 2026, 7:44 PM",,Bent Over Row (Barbell),,,1,warmup,70.0,9.0,,,
Pull,"Jul 7, 2026, 6:58 PM","Jul 7, 2026, 7:44 PM",,Bent Over Row (Barbell),,,2,normal,90.0,8.0,,,
Pull,"Jul 7, 2026, 6:58 PM","Jul 7, 2026, 7:44 PM",,Bent Over Row (Barbell),,,3,normal,90.0,8.0,,,
Pull,"Jul 7, 2026, 6:58 PM","Jul 7, 2026, 7:44 PM",,Bent Over Row (Barbell),,,4,normal,90.0,8.0,,,
Pull,"Jul 7, 2026, 6:58 PM","Jul 7, 2026, 7:44 PM",,Lat Pulldown (Cable),,,0,normal,145.0,10.0,,,
Pull,"Jul 7, 2026, 6:58 PM","Jul 7, 2026, 7:44 PM",,Lat Pulldown (Cable),,,1,normal,160.0,9.0,,,
Pull,"Jul 7, 2026, 6:58 PM","Jul 7, 2026, 7:44 PM",,Lat Pulldown (Cable),,,2,normal,175.0,8.0,,,
Pull,"Jul 7, 2026, 6:58 PM","Jul 7, 2026, 7:44 PM",,Chest Supported Incline Row (Dumbbell),,,0,normal,20.0,10.0,,,
Pull,"Jul 7, 2026, 6:58 PM","Jul 7, 2026, 7:44 PM",,Chest Supported Incline Row (Dumbbell),,,1,normal,20.0,10.0,,,
Pull,"Jul 7, 2026, 6:58 PM","Jul 7, 2026, 7:44 PM",,Chest Supported Incline Row (Dumbbell),,,2,normal,20.0,10.0,,,
Pull,"Jul 7, 2026, 6:58 PM","Jul 7, 2026, 7:44 PM",,Bicep Curl (Dumbbell),,,0,normal,30.0,10.0,,,
Pull,"Jul 7, 2026, 6:58 PM","Jul 7, 2026, 7:44 PM",,Bicep Curl (Dumbbell),,,1,normal,35.0,10.0,,,
Pull,"Jul 7, 2026, 6:58 PM","Jul 7, 2026, 7:44 PM",,Bicep Curl (Dumbbell),,,2,normal,40.0,8.0,,,
Pull,"Jul 7, 2026, 6:58 PM","Jul 7, 2026, 7:44 PM",,Treadmill,,,0,normal,,,,600.0,
Pull,"Jul 7, 2026, 6:58 PM","Jul 7, 2026, 7:44 PM",,EZ Bar Biceps Curl,,,0,normal,30.0,12.0,,,
Pull,"Jul 7, 2026, 6:58 PM","Jul 7, 2026, 7:44 PM",,EZ Bar Biceps Curl,,,1,normal,40.0,10.0,,,
Pull,"Jul 7, 2026, 6:58 PM","Jul 7, 2026, 7:44 PM",,EZ Bar Biceps Curl,,,2,normal,50.0,10.0,,,
Push,"Jul 3, 2026, 8:07 PM","Jul 3, 2026, 9:12 PM",,Bench Press (Barbell),,,0,warmup,50.0,12.0,,,
Push,"Jul 3, 2026, 8:07 PM","Jul 3, 2026, 9:12 PM",,Bench Press (Barbell),,,1,warmup,70.0,10.0,,,
Push,"Jul 3, 2026, 8:07 PM","Jul 3, 2026, 9:12 PM",,Bench Press (Barbell),,,2,normal,110.0,8.0,,,
Push,"Jul 3, 2026, 8:07 PM","Jul 3, 2026, 9:12 PM",,Bench Press (Barbell),,,3,normal,120.0,5.0,,,
Push,"Jul 3, 2026, 8:07 PM","Jul 3, 2026, 9:12 PM",,Bench Press (Barbell),,,4,normal,110.0,8.0,,,
Push,"Jul 3, 2026, 8:07 PM","Jul 3, 2026, 9:12 PM",,Seated Shoulder Press (Machine),,,0,normal,50.0,10.0,,,
Push,"Jul 3, 2026, 8:07 PM","Jul 3, 2026, 9:12 PM",,Seated Shoulder Press (Machine),,,1,normal,50.0,10.0,,,
Push,"Jul 3, 2026, 8:07 PM","Jul 3, 2026, 9:12 PM",,Seated Shoulder Press (Machine),,,2,normal,60.0,10.0,,,
Push,"Jul 3, 2026, 8:07 PM","Jul 3, 2026, 9:12 PM",,Triceps Pushdown,,,0,normal,50.0,12.0,,,
Push,"Jul 3, 2026, 8:07 PM","Jul 3, 2026, 9:12 PM",,Triceps Pushdown,,,1,normal,50.0,12.0,,,
Push,"Jul 3, 2026, 8:07 PM","Jul 3, 2026, 9:12 PM",,Triceps Pushdown,,,2,normal,50.0,12.0,,,
Push,"Jul 3, 2026, 8:07 PM","Jul 3, 2026, 9:12 PM",,Crunch (Machine),,,0,normal,,12.0,,,
Push,"Jul 3, 2026, 8:07 PM","Jul 3, 2026, 9:12 PM",,Crunch (Machine),,,1,normal,,12.0,,,
Push,"Jul 3, 2026, 8:07 PM","Jul 3, 2026, 9:12 PM",,Crunch (Machine),,,2,normal,,12.0,,,
Push,"Jul 3, 2026, 8:07 PM","Jul 3, 2026, 9:12 PM",,Treadmill,,,0,normal,,,,600.0,
Lower,"Jul 2, 2026, 9:28 PM","Jul 2, 2026, 10:41 PM",,Leg Press (Machine),,,0,warmup,270.0,12.0,,,
Lower,"Jul 2, 2026, 9:28 PM","Jul 2, 2026, 10:41 PM",,Leg Press (Machine),,,1,warmup,360.0,8.0,,,
Lower,"Jul 2, 2026, 9:28 PM","Jul 2, 2026, 10:41 PM",,Leg Press (Machine),,,2,normal,450.0,8.0,,,
Lower,"Jul 2, 2026, 9:28 PM","Jul 2, 2026, 10:41 PM",,Leg Press (Machine),,,3,normal,480.0,8.0,,,
Lower,"Jul 2, 2026, 9:28 PM","Jul 2, 2026, 10:41 PM",,Leg Press (Machine),,,4,normal,480.0,8.0,,,
Lower,"Jul 2, 2026, 9:28 PM","Jul 2, 2026, 10:41 PM",,Back Extension (Weighted Hyperextension),,,0,warmup,25.0,8.0,,,
Lower,"Jul 2, 2026, 9:28 PM","Jul 2, 2026, 10:41 PM",,Back Extension (Weighted Hyperextension),,,1,warmup,25.0,8.0,,,
Lower,"Jul 2, 2026, 9:28 PM","Jul 2, 2026, 10:41 PM",,Back Extension (Weighted Hyperextension),,,2,normal,25.0,8.0,,,
Lower,"Jul 2, 2026, 9:28 PM","Jul 2, 2026, 10:41 PM",,Back Extension (Weighted Hyperextension),,,3,normal,25.0,8.0,,,
Lower,"Jul 2, 2026, 9:28 PM","Jul 2, 2026, 10:41 PM",,Back Extension (Weighted Hyperextension),,,4,normal,25.0,8.0,,,
Lower,"Jul 2, 2026, 9:28 PM","Jul 2, 2026, 10:41 PM",,Seated Leg Curl (Machine),,,0,normal,115.0,12.0,,,
Lower,"Jul 2, 2026, 9:28 PM","Jul 2, 2026, 10:41 PM",,Seated Leg Curl (Machine),,,1,normal,115.0,12.0,,,
Lower,"Jul 2, 2026, 9:28 PM","Jul 2, 2026, 10:41 PM",,Seated Leg Curl (Machine),,,2,normal,115.0,12.0,,,
Lower,"Jul 2, 2026, 9:28 PM","Jul 2, 2026, 10:41 PM",,Standing Calf Raise (Machine),,,0,normal,100.0,12.0,,,
Lower,"Jul 2, 2026, 9:28 PM","Jul 2, 2026, 10:41 PM",,Standing Calf Raise (Machine),,,1,normal,100.0,12.0,,,
Lower,"Jul 2, 2026, 9:28 PM","Jul 2, 2026, 10:41 PM",,Standing Calf Raise (Machine),,,2,normal,100.0,12.0,,,
Lower,"Jul 2, 2026, 9:28 PM","Jul 2, 2026, 10:41 PM",,Treadmill,,,0,normal,,,,600.0,
Upper,"Jul 1, 2026, 9:41 PM","Jul 1, 2026, 10:37 PM",,Incline Bench Press (Barbell),,,0,warmup,25.0,12.0,,,
Upper,"Jul 1, 2026, 9:41 PM","Jul 1, 2026, 10:37 PM",,Incline Bench Press (Barbell),,,1,warmup,45.0,10.0,,,
Upper,"Jul 1, 2026, 9:41 PM","Jul 1, 2026, 10:37 PM",,Incline Bench Press (Barbell),,,2,normal,55.0,8.0,,,
Upper,"Jul 1, 2026, 9:41 PM","Jul 1, 2026, 10:37 PM",,Incline Bench Press (Barbell),,,3,normal,55.0,8.0,,,
Upper,"Jul 1, 2026, 9:41 PM","Jul 1, 2026, 10:37 PM",,Incline Bench Press (Barbell),,,4,normal,55.0,6.0,,,
Upper,"Jul 1, 2026, 9:41 PM","Jul 1, 2026, 10:37 PM",,Lat Pulldown - Close Grip (Cable),,,0,warmup,115.0,10.0,,,
Upper,"Jul 1, 2026, 9:41 PM","Jul 1, 2026, 10:37 PM",,Lat Pulldown - Close Grip (Cable),,,1,normal,130.0,10.0,,,
Upper,"Jul 1, 2026, 9:41 PM","Jul 1, 2026, 10:37 PM",,Lat Pulldown - Close Grip (Cable),,,2,normal,145.0,8.0,,,
Upper,"Jul 1, 2026, 9:41 PM","Jul 1, 2026, 10:37 PM",,Lat Pulldown - Close Grip (Cable),,,3,normal,160.0,8.0,,,
Upper,"Jul 1, 2026, 9:41 PM","Jul 1, 2026, 10:37 PM",,Iso-Lateral Chest Press (Machine),,,0,normal,45.0,8.0,,,
Upper,"Jul 1, 2026, 9:41 PM","Jul 1, 2026, 10:37 PM",,Iso-Lateral Chest Press (Machine),,,1,normal,45.0,8.0,,,
Upper,"Jul 1, 2026, 9:41 PM","Jul 1, 2026, 10:37 PM",,Iso-Lateral Chest Press (Machine),,,2,normal,70.0,8.0,,,
Upper,"Jul 1, 2026, 9:41 PM","Jul 1, 2026, 10:37 PM",,Decline Crunch (Weighted),,,0,normal,25.0,12.0,,,
Upper,"Jul 1, 2026, 9:41 PM","Jul 1, 2026, 10:37 PM",,Decline Crunch (Weighted),,,1,normal,25.0,12.0,,,
Upper,"Jul 1, 2026, 9:41 PM","Jul 1, 2026, 10:37 PM",,Decline Crunch (Weighted),,,2,normal,25.0,12.0,,,
Upper,"Jul 1, 2026, 9:41 PM","Jul 1, 2026, 10:37 PM",,Lateral Raise (Dumbbell),,,0,normal,15.0,15.0,,,
Upper,"Jul 1, 2026, 9:41 PM","Jul 1, 2026, 10:37 PM",,Lateral Raise (Dumbbell),,,1,normal,15.0,12.0,,,
Upper,"Jul 1, 2026, 9:41 PM","Jul 1, 2026, 10:37 PM",,Lateral Raise (Dumbbell),,,2,normal,15.0,12.0,,,
Upper,"Jul 1, 2026, 9:41 PM","Jul 1, 2026, 10:37 PM",,Treadmill,,,0,normal,,,,600.0,
Legs,"Jun 30, 2026, 8:22 PM","Jun 30, 2026, 9:03 PM",,Bulgarian Split Squat (Dumbbell),,,0,warmup,15.0,10.0,,,
Legs,"Jun 30, 2026, 8:22 PM","Jun 30, 2026, 9:03 PM",,Bulgarian Split Squat (Dumbbell),,,1,warmup,17.5,10.0,,,
Legs,"Jun 30, 2026, 8:22 PM","Jun 30, 2026, 9:03 PM",,Bulgarian Split Squat (Dumbbell),,,2,normal,20.0,8.0,,,
Legs,"Jun 30, 2026, 8:22 PM","Jun 30, 2026, 9:03 PM",,Bulgarian Split Squat (Dumbbell),,,3,normal,20.0,8.0,,,
